/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Cuboid,474,0,1,1,0,0,LegacyBarrier,-155.383,263.3918,517.1378,85.96352,319.6591,-0.0007277287,4.41,1.276986,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,475,0,1,1,0,0,LegacyBarrier,-199.7453,272.6177,-488.1497,84.88503,274.5139,0.0006703372,4.41,1.276985,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,476,0,1,1,0,0,LegacyBarrier,-202.0014,247.0985,-487.7032,84.88503,274.5139,0.0006703372,4.41,1.276985,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,477,0,1,1,0,0,LegacyBarrier,257.452,356.2476,290.6671,85.96352,319.6606,179.9999,4.41,1.276971,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,478,0,1,1,0,0,LegacyBarrier,-198.1568,292.8507,514.3223,87.96173,214.4559,180.0007,4.41,1.276971,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,479,0,1,1,0,0,LegacyBarrier,-200.413,267.3315,514.7689,87.96173,214.4559,180.0007,4.41,1.276971,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,480,0,1,1,0,0,LegacyBarrier,255.1958,330.7284,291.1137,85.96352,319.6606,179.9999,4.41,1.276971,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,481,0,1,1,0,0,LegacyBarrier,288.8066,290.2249,-515.7485,86.80782,229.4272,-0.000306633,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,482,0,1,1,0,0,LegacyBarrier,-266.8417,352.2793,223.1419,86.80782,229.4272,179.9997,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,483,0,1,1,0,0,LegacyBarrier,-245.2185,344.7157,-99.84254,85.96318,319.6526,-0.000485112,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,484,0,1,1,0,0,LegacyBarrier,-213.6036,273.9292,-483.2214,85.273,304.6316,0.0001657633,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,485,0,1,1,0,0,LegacyBarrier,-269.0978,326.7601,223.5885,86.80782,229.4272,179.9997,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,486,0,1,1,0,0,LegacyBarrier,286.5505,264.7057,-515.3019,86.80782,229.4272,-0.000306633,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,487,0,1,1,0,0,LegacyBarrier,-215.8598,248.4099,-482.7749,85.273,304.6316,0.0001657633,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,488,0,1,1,0,0,LegacyBarrier,-247.4746,319.1965,-99.39597,85.96318,319.6526,-0.000485112,4.41,1.276949,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,489,0,1,1,0,0,LegacyBarrier,-223.139,274.9686,-471.9951,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,490,0,1,1,0,0,LegacyBarrier,-149.0963,288.4454,510.4463,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,491,0,1,1,0,0,LegacyBarrier,261.4825,355.782,284.4221,86.92858,334.6549,179.9999,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,492,0,1,1,0,0,LegacyBarrier,-206.9992,273.2861,-486.602,84.90492,289.5764,-9.613563E-05,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,493,0,1,1,0,0,LegacyBarrier,-201.5346,293.0332,507.6876,89.25349,199.5086,179.9988,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,494,0,1,1,0,0,LegacyBarrier,166.0068,301.5562,-488.6219,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,495,0,1,1,0,0,LegacyBarrier,60.1493,373.3963,273.8304,89.25349,199.5086,179.9988,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,496,0,1,1,0,0,LegacyBarrier,-186.9574,292.0283,523.9111,85.87042,244.4325,-0.0005690834,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,497,0,1,1,0,0,LegacyBarrier,-203.7907,267.514,508.1342,89.25349,199.5086,179.9988,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,498,0,1,1,0,0,LegacyBarrier,-189.2135,266.5091,524.3577,85.87042,244.4325,-0.0005690834,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,499,0,1,1,0,0,LegacyBarrier,-151.3524,262.9262,510.8929,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,500,0,1,1,0,0,LegacyBarrier,57.89317,347.8771,274.277,89.25349,199.5086,179.9988,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,501,0,1,1,0,0,LegacyBarrier,259.2263,330.2627,284.8687,86.92858,334.6549,179.9999,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,502,0,1,1,0,0,LegacyBarrier,163.7507,276.037,-488.1754,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,503,0,1,1,0,0,LegacyBarrier,-209.2553,247.7669,-486.1554,84.90492,289.5764,-9.613563E-05,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,504,0,1,1,0,0,LegacyBarrier,-225.3952,249.4494,-471.5485,86.92839,334.6549,-0.0001434037,4.41,1.276942,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,505,0,1,1,0,0,LegacyBarrier,181.4579,299.6167,-521.3959,85.27292,304.6318,180,4.41,1.276939,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,506,0,1,1,0,0,LegacyBarrier,179.2018,274.0975,-520.9493,85.27292,304.6318,180,4.41,1.276939,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,507,0,1,1,0,0,LegacyBarrier,175.9528,300.1906,-516.4135,85.96327,319.6543,179.9999,4.41,1.276927,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,508,0,1,1,0,0,LegacyBarrier,173.6967,274.6714,-515.9669,85.96327,319.6543,179.9999,4.41,1.276927,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,509,0,1,1,0,0,LegacyBarrier,74.72665,372.3914,290.054,85.87042,244.4323,179.9997,4.41,1.27692,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,510,0,1,1,0,0,LegacyBarrier,72.47051,346.8722,290.5005,85.87042,244.4323,179.9997,4.41,1.27692,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,511,0,1,1,0,0,LegacyBarrier,142.6133,303.9071,-472.4669,84.88496,274.5193,180.0002,4.41,1.276917,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,512,0,1,1,0,0,LegacyBarrier,-172.4898,290.7964,526.6021,84.88496,274.5193,0.0002298244,4.41,1.276917,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,513,0,1,1,0,0,LegacyBarrier,-174.7459,265.2771,527.0486,84.88496,274.5193,0.0002298244,4.41,1.276917,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,514,0,1,1,0,0,LegacyBarrier,140.3572,278.3879,-472.0204,84.88496,274.5193,180.0002,4.41,1.276917,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,515,0,1,1,0,0,LegacyBarrier,149.8669,303.2388,-474.0151,84.90492,289.5768,-0.0005383599,4.41,1.276898,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,516,0,1,1,0,0,LegacyBarrier,-165.2363,290.128,525.0539,84.90492,289.5768,-0.0005383599,4.41,1.276898,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,517,0,1,1,0,0,LegacyBarrier,-167.4924,264.6088,525.5004,84.90492,289.5768,-0.0005383599,4.41,1.276898,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,518,0,1,1,0,0,LegacyBarrier,147.6107,277.7196,-473.5685,84.90492,289.5768,-0.0005383599,4.41,1.276898,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,519,0,1,1,0,0,LegacyBarrier,156.4712,302.5957,-477.3953,85.27288,304.6261,-0.0003936694,4.41,1.276894,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,520,0,1,1,0,0,LegacyBarrier,-158.6319,289.4849,521.6737,85.27288,304.6261,-0.0003936694,4.41,1.276894,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,521,0,1,1,0,0,LegacyBarrier,-160.8881,263.9657,522.1202,85.27288,304.6261,-0.0003936694,4.41,1.276894,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,522,0,1,1,0,0,LegacyBarrier,154.2151,277.0765,-476.9487,85.27288,304.6261,-0.0003936694,4.41,1.276894,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,523,0,1,1,0,0,LegacyBarrier,81.78509,371.8077,292.3551,85.21447,259.4617,180.0001,4.41,1.276893,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,524,0,1,1,0,0,LegacyBarrier,79.52895,346.2885,292.8016,85.21447,259.4617,180.0001,4.41,1.276893,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,525,0,1,1,0,0,LegacyBarrier,161.9763,302.0219,-482.3773,85.96338,319.6561,-0.0004851278,4.41,1.27689,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,526,0,1,1,0,0,LegacyBarrier,159.7201,276.5027,-481.9308,85.96338,319.6561,-0.0004851278,4.41,1.27689,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,527,0,1,1,0,0,LegacyBarrier,-225.4207,275.2943,-464.9137,88.10184,349.6203,-0.0003093059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,528,0,1,1,0,0,LegacyBarrier,-238.9067,343.9245,-113.1679,88.10184,349.6203,-0.0003093059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,529,0,1,1,0,0,LegacyBarrier,275.5213,291.2882,-522.1044,85.21447,259.4617,8.18712E-05,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,530,0,1,1,0,0,LegacyBarrier,-256.9384,351.7441,242.5923,89.40554,4.57848,0.005892752,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,531,0,1,1,0,0,LegacyBarrier,238.0898,358.1328,300.5779,84.88496,274.5194,180.0002,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,532,0,1,1,0,0,LegacyBarrier,298.7099,289.6897,-496.2981,89.40554,4.578475,180.0059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,533,0,1,1,0,0,LegacyBarrier,-280.127,353.3426,216.7859,85.21447,259.4617,180.0001,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,534,0,1,1,0,0,LegacyBarrier,-203.0881,293.0431,500.4045,89.40554,4.57848,0.005892752,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,535,0,1,1,0,0,LegacyBarrier,195.3157,298.3053,-526.3239,84.88496,274.5194,180.0002,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,536,0,1,1,0,0,LegacyBarrier,-264.5811,346.6009,-89.93211,84.88496,274.5194,0.0001723684,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,537,0,1,1,0,0,LegacyBarrier,263.7641,355.4563,277.3408,88.10184,349.6203,179.9997,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,538,0,1,1,0,0,LegacyBarrier,-205.3443,267.5239,500.851,89.40554,4.57848,0.005892752,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,539,0,1,1,0,0,LegacyBarrier,-259.1945,326.2249,243.0388,89.40554,4.57848,0.005892752,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,540,0,1,1,0,0,LegacyBarrier,-282.3832,327.8234,217.2325,85.21447,259.4617,180.0001,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,541,0,1,1,0,0,LegacyBarrier,235.8336,332.6136,301.0245,84.88496,274.5194,180.0002,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,542,0,1,1,0,0,LegacyBarrier,261.508,329.9371,277.7873,88.10184,349.6203,179.9997,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,543,0,1,1,0,0,LegacyBarrier,273.2651,265.769,-521.6578,85.21447,259.4617,8.18712E-05,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,544,0,1,1,0,0,LegacyBarrier,296.4537,264.1705,-495.8515,89.40554,4.578475,180.0059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,545,0,1,1,0,0,LegacyBarrier,193.0595,272.7861,-525.8773,84.88496,274.5194,180.0002,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,546,0,1,1,0,0,LegacyBarrier,-266.8372,321.0817,-89.48555,84.88496,274.5194,0.0001723684,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,547,0,1,1,0,0,LegacyBarrier,-241.1629,318.4053,-112.7213,88.10184,349.6203,-0.0003093059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,548,0,1,1,0,0,LegacyBarrier,-227.6768,249.7751,-464.4671,88.10184,349.6203,-0.0003093059,4.41,1.276881,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,549,0,1,1,0,0,LegacyBarrier,-250.7238,345.2896,-94.8605,85.27283,304.6268,-0.000248639,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,550,0,1,1,0,0,LegacyBarrier,-261.8698,351.9366,228.6755,87.96135,214.4577,179.9993,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,551,0,1,1,0,0,LegacyBarrier,-193.1849,292.5079,519.8559,86.80763,229.4308,-0.001011822,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,552,0,1,1,0,0,LegacyBarrier,293.7785,289.8822,-510.2149,87.96135,214.4577,-0.0007200505,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,553,0,1,1,0,0,LegacyBarrier,251.947,356.8214,295.6496,85.27275,304.6272,180.0001,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,554,0,1,1,0,0,LegacyBarrier,68.49917,372.871,285.9987,86.80763,229.4308,179.999,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,555,0,1,1,0,0,LegacyBarrier,-264.1259,326.4174,229.122,87.96135,214.4577,179.9993,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,556,0,1,1,0,0,LegacyBarrier,-195.441,266.9887,520.3025,86.80763,229.4308,-0.001011822,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,557,0,1,1,0,0,LegacyBarrier,66.24303,347.3518,286.4453,86.80763,229.4308,179.999,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,558,0,1,1,0,0,LegacyBarrier,249.6909,331.3022,296.0961,85.27275,304.6272,180.0001,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,559,0,1,1,0,0,LegacyBarrier,291.5224,264.363,-509.7683,87.96135,214.4577,-0.0007200505,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,560,0,1,1,0,0,LegacyBarrier,-252.9799,319.7704,-94.41394,85.27283,304.6268,-0.000248639,4.41,1.276875,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,561,0,1,1,0,0,LegacyBarrier,-146.8148,288.1198,503.3649,88.10215,349.6234,0.000605777,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,562,0,1,1,0,0,LegacyBarrier,169.6406,300.9818,-503.0882,88.10215,349.6234,180.0006,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,563,0,1,1,0,0,LegacyBarrier,58.59587,373.4062,266.5473,89.4039,4.568977,-0.001416347,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,564,0,1,1,0,0,LegacyBarrier,-149.0709,262.6006,503.8115,88.10194,349.6209,-0.001765764,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,565,0,1,1,0,0,LegacyBarrier,56.33974,347.887,266.9939,89.4039,4.568977,-0.001416347,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,566,0,1,1,0,0,LegacyBarrier,167.3844,275.4626,-502.6416,88.10215,349.6234,180.0006,4.41,1.276874,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,567,0,1,1,0,0,LegacyBarrier,188.0622,298.9737,-524.7761,84.90476,289.5719,179.9998,4.41,1.276863,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,568,0,1,1,0,0,LegacyBarrier,185.8061,273.4545,-524.3295,84.90488,289.5714,179.9993,4.41,1.276863,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,569,0,1,1,0,0,LegacyBarrier,-257.3278,345.9326,-91.4803,84.90488,289.5787,7.690825E-05,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,570,0,1,1,0,0,LegacyBarrier,-258.492,351.754,235.3095,89.25349,199.5065,179.9944,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,571,0,1,1,0,0,LegacyBarrier,171.9221,300.6562,-510.1692,86.92839,334.6527,179.9998,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,572,0,1,1,0,0,LegacyBarrier,245.343,357.4644,299.0298,84.90492,289.5787,180.0001,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,573,0,1,1,0,0,LegacyBarrier,297.1563,289.6996,-503.5809,89.25349,199.5075,-0.004454453,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,574,0,1,1,0,0,LegacyBarrier,-260.7481,326.2348,235.7561,89.25349,199.5065,179.9944,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,575,0,1,1,0,0,LegacyBarrier,243.0868,331.9453,299.4763,84.90492,289.5787,180.0001,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,576,0,1,1,0,0,LegacyBarrier,294.9001,264.1805,-503.1343,89.25349,199.5075,-0.004454453,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,577,0,1,1,0,0,LegacyBarrier,169.6659,275.137,-509.7227,86.92839,334.6527,179.9998,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,578,0,1,1,0,0,LegacyBarrier,-259.584,320.4134,-91.03374,84.90488,289.5787,7.690825E-05,4.41,1.27683,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,579,0,1,1,0,0,LegacyBarrier,-241.188,344.2501,-106.0868,86.92858,334.6572,-0.0007489278,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,580,0,1,1,0,0,LegacyBarrier,-273.0689,352.7589,219.0867,85.87014,244.4363,180.0003,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,581,0,1,1,0,0,LegacyBarrier,282.5794,290.7045,-519.8037,85.87014,244.4363,0.0002608175,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,582,0,1,1,0,0,LegacyBarrier,-275.325,327.2397,219.5332,85.87014,244.4363,180.0003,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,583,0,1,1,0,0,LegacyBarrier,280.3233,265.1853,-519.3571,85.87014,244.4363,0.0002608175,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,584,0,1,1,0,0,LegacyBarrier,-243.4441,318.7309,-105.6403,86.92858,334.6572,-0.0007489278,4.41,1.276784,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,585,0,1,1,0,0,LegacyBarrier,-219.1086,274.503,-478.2394,85.96323,319.6541,9.702306E-05,4.41,1.276779,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,586,0,1,1,0,0,LegacyBarrier,-221.3647,248.9838,-477.7928,85.96323,319.6541,9.702306E-05,4.41,1.276779,0.66,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,587,0,1,1,1,0,StartCuboid,-500.3021,319.8309,131.2095,84.84091,72.49527,0.0008165466,0.63,46.52344,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,588,0,1,1,1,0,StartCuboid,-502.0182,320.5752,165.0687,84.84091,72.49527,0.0008165466,0.63,46.52343,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,589,0,1,1,1,0,StartCuboid,-489.8951,315.3178,-74.11742,85.32991,98.23705,180.0008,0.63,45.85092,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,590,0,1,1,1,0,StartCuboid,-491.6113,316.062,-40.25837,85.32991,98.23705,180.0008,0.63,45.85092,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,591,0,1,1,1,0,StartCuboid,-78.19701,294.7185,300.8998,84.15695,165.4768,179.9999,0.63,42.37082,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,592,0,1,1,1,0,StartCuboid,-111.9325,297.67,299.1252,84.15695,165.4768,179.9999,0.63,42.37081,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,593,0,1,1,1,0,StartCuboid,304.7331,279.8186,-286.0542,88.74258,357.0982,179.9998,0.63,41.93583,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,594,0,1,1,1,0,StartCuboid,270.9977,282.7701,-287.8289,88.74258,357.0982,-0.0002382695,0.63,41.93583,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,595,0,1,1,1,0,StartCuboid,-247.6215,310.9234,370.9694,77.06512,192.0095,180,0.63,26.78419,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,596,0,1,1,1,0,StartCuboid,-213.8861,307.9719,372.7441,77.06512,192.0095,180,0.63,26.78419,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,597,0,1,1,1,0,StartCuboid,42.55109,335.7832,183.4402,71.67742,358.6466,0.0001334165,0.63,17.11202,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,598,0,1,1,1,0,StartCuboid,76.28645,332.8317,185.215,71.67742,358.6466,0.0001334165,0.63,17.11202,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,599,0,1,1,1,0,StartCuboid,282.0331,314.9687,203.8939,69.93314,358.8174,-8.397988E-05,0.63,15.57473,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,600,0,1,1,1,0,StartCuboid,248.2978,317.9201,202.1192,69.93314,358.8174,179.9999,0.63,15.57473,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,601,0,1,1,1,0,StartCuboid,158.314,352.4071,314.244,85.00696,266.9887,0.0001177126,0.63,14.96703,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,602,0,1,1,1,0,StartCuboid,160.0302,351.6629,280.3849,85.00696,266.9887,0.0001177126,0.63,14.96703,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,603,0,1,1,1,0,StartCuboid,-246.0936,264.9842,-414.6275,88.74258,357.0982,-0.0002382695,0.63,9.439002,2.97,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,;
