/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Tube,132,0,1,1,1,0,Tube,-975.4101,821.403,-974.3223,313.2564,265.4377,290.7405,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,133,0,1,1,1,0,Tube,-977.3531,818.067,-986.0738,314.9149,259.7659,294.8165,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,134,0,1,1,1,0,Tube,-965.8572,827.3202,-939.0288,310.1814,284.2209,276.6595,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,135,0,1,1,1,0,Tube,-979.3069,809.4556,-1009.164,318.9906,249.4567,301.8682,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,136,0,1,1,1,0,Tube,-951.1258,826.9115,-905.0477,310.4,304.1236,261.4144,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,137,0,1,1,1,0,Tube,-969.6461,826.0425,-950.7341,310.8614,277.7165,281.6063,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,138,0,1,1,1,0,Tube,-972.8363,824.0664,-962.5205,311.8953,271.4344,286.3224,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,139,0,1,1,1,0,Tube,-978.6544,814.0771,-997.7095,316.8369,254.4401,298.5264,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,140,0,1,1,1,0,Tube,-945.1849,825.3639,-894.3094,311.2189,310.5517,256.5468,5,1.906212,5,Physical,Entities,Default,OldBombExplodeMat|229/51/255/127|99999/99999,;
Scene,Geometry/Tube,141,0,1,1,1,0,Tube,-508.5531,1244.354,-1184.576,316.5524,255.1671,118.0277,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,142,0,1,1,1,0,Tube,-507.2656,1248.384,-1172.887,315.2851,258.6559,115.6,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,143,0,1,1,1,0,Tube,-500.8743,1257.87,-1137.422,312.1861,270.0007,107.3871,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,144,0,1,1,1,0,Tube,-503.4215,1255.15,-1149.281,313.093,266.0764,110.2747,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,145,0,1,1,1,0,Tube,-497.918,1260.138,-1125.562,311.418,274.0505,104.3677,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,146,0,1,1,1,0,Tube,-509.4131,1239.905,-1196.152,317.9203,251.8283,120.2952,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,147,0,1,1,1,0,Tube,-494.5598,1261.95,-1113.731,310.7956,278.2163,101.2282,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,148,0,1,1,1,0,Tube,-509.8437,1235.048,-1207.587,319.3818,248.6338,122.4061,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,149,0,1,1,1,0,Tube,-505.5537,1251.986,-1161.113,314.129,262.2932,113.0144,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,150,0,1,1,1,0,Tube,-486.6707,1264.186,-1090.267,310.0164,286.7991,94.68727,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,151,0,1,1,1,0,Tube,-482.1589,1264.606,-1078.692,309.8687,291.1677,91.33722,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,152,0,1,1,1,0,Tube,-490.8077,1263.3,-1101.957,310.3265,282.4743,97.99267,5,1.91499,5,Physical,Entities,Default,OldBombExplodeMat|255/51/204/127|99999/99999,;
Scene,Geometry/Tube,153,0,1,1,1,0,Tube,169.1598,1293.888,525.2547,37.79099,63.25123,54.18909,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,154,0,1,1,1,0,Tube,169.2831,1282.894,501.9709,318.6139,250.2703,301.3324,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,155,0,1,1,1,0,Tube,168.5717,1278.113,490.0331,316.9879,254.0618,298.7847,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,156,0,1,1,1,0,Tube,169.4794,1288.158,513.7241,39.64149,66.66978,56.32793,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,157,0,1,1,1,0,Tube,167.3473,1273.828,477.9487,315.4929,258.0527,296.0236,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,158,0,1,1,1,0,Tube,165.614,1270.056,465.7567,314.1443,262.2407,293.0521,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,159,0,1,1,1,0,Tube,144.9491,1258.716,392.5412,309.8744,290.8254,271.5999,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,160,0,1,1,1,0,Tube,163.3773,1266.806,453.4961,312.9564,266.6246,289.8738,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,161,0,1,1,1,0,Tube,160.6444,1264.091,441.2062,311.9424,271.1942,286.5011,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,162,0,1,1,1,0,Tube,153.7265,1260.295,416.6962,310.4908,280.804,279.2646,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,163,0,1,1,1,0,Tube,149.5637,1259.226,404.5548,310.0745,285.783,275.4653,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,164,0,1,1,1,0,Tube,157.424,1261.918,428.9265,311.1169,275.9289,282.9557,5,1.984259,5,Physical,Entities,Default,OldBombExplodeMat|127/204/229/127|99999/99999,;
Scene,Geometry/Tube,165,0,1,1,1,0,Tube,-775.0909,854.3017,-1396.981,329.8244,6.128969,312.1566,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,166,0,1,1,1,0,Tube,-529.6768,1161.406,-1319.092,25.48942,313.637,314.7682,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,167,0,1,1,1,0,Tube,-603.0209,1037.806,-1410.606,3.14389,334.4622,320.0721,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,168,0,1,1,1,0,Tube,-513.951,1210.736,-1250.514,35.46524,300.5983,308.1086,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,169,0,1,1,1,0,Tube,-833.7808,810.5095,-1352.021,320.5287,20.52037,303.8821,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,170,0,1,1,1,0,Tube,-886.4007,780.977,-1290.845,313.4967,38.71025,291.4003,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,171,0,1,1,1,0,Tube,-560.0569,1102.423,-1373.696,14.54578,324.5802,318.5415,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,172,0,1,1,1,0,Tube,-959.7447,771.6326,-1137.337,311.0791,83.81977,257.2337,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,173,0,1,1,1,0,Tube,-655.6409,971.9591,-1427.307,351.6509,344.1277,319.63,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,174,0,1,1,1,0,Tube,-975.4706,792.4575,-1055.468,316.3273,104.245,242.3775,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,175,0,1,1,1,0,Tube,-929.3646,767.7169,-1217.62,310.0308,60.71313,274.8913,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,176,0,1,1,1,0,Tube,-714.3307,909.3691,-1422.659,340.406,354.3777,317.137,5,13.34709,5,Physical,Entities,Default,OldBombExplodeMat|255/178/178/127|99999/99999,;
Scene,Geometry/Tube,177,0,1,1,1,0,Tube,-184.6332,1261.191,-377.9983,309.8565,293.3574,269.6564,5,222.133,5,Physical,Entities,Default,OldBombExplodeMat|0/178/255/127|99999/99999,;
Scene,Geometry/Tube,178,0,1,1,1,0,Tube,-658.9368,704.9921,-479.1284,313.0555,319.5938,69.83441,5,133.6515,5,Physical,Entities,Default,OldBombExplodeMat|255/127/0/127|99999/99999,;
Scene,Geometry/Tube,179,0,1,1,1,0,Tube,-297.7752,697.5319,355.4973,320.1444,112.9097,56.59684,5,33.6,5,Physical,Entities,Default,OldBombExplodeMat|255/255/0/127|99999/99999,;
Scene,Geometry/Tube,180,0,1,1,1,0,Tube,168.8711,1441.148,840.3722,320.1444,112.9097,56.59684,5,100.8,5,Physical,Entities,Default,OldBombExplodeMat|0/255/127/127|99999/99999,;
Scene,Geometry/Tube,181,0,1,1,1,0,Tube,-319.6578,589.3796,79.74402,311.3978,274.1699,284.2779,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,182,0,1,1,1,0,Tube,-300.2296,640.7721,235.9266,38.71656,64.91607,55.2201,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,183,0,1,1,1,0,Tube,-302.3676,614.5896,174.7193,316.4504,255.4317,297.8455,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,184,0,1,1,1,0,Tube,-382.9417,587.8675,-73.24126,311.0791,309.6388,257.2342,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,185,0,1,1,1,0,Tube,-400.0722,593.7187,-101.2275,312.3017,316.3615,252.2111,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,186,0,1,1,1,0,Tube,-312.0547,595.8219,111.5498,312.7344,267.5446,289.1993,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,187,0,1,1,1,0,Tube,-352.8746,582.2841,-14.07005,309.8835,295.4598,268.0427,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,188,0,1,1,1,0,Tube,-300.3468,626.7924,205.6698,318.7474,249.9792,301.5246,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,189,0,1,1,1,0,Tube,-329.0382,584.9589,48.06778,310.46,281.0994,279.0397,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,190,0,1,1,1,0,Tube,-367.1748,584.0475,-44.12537,310.2644,302.6371,262.5475,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,191,0,1,1,1,0,Tube,-306.2787,604.2436,143.2774,314.4323,261.2884,293.7337,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,192,0,1,1,1,0,Tube,-340.1347,582.5886,16.72814,309.9495,288.2371,273.5853,5,5.137101,5,Physical,Entities,Default,OldBombExplodeMat|127/255/102/127|99999/99999,;
Scene,Geometry/Tube,193,0,1,1,1,0,Tube,-475.3814,1676.826,1401.694,31.38748,53.82668,228.8484,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,194,0,1,1,1,0,Tube,-491.8876,1740.715,1499.935,34.33538,58.18287,231.2323,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,195,0,1,1,1,0,Tube,-484.4753,1709.432,1450.243,32.88719,55.96164,229.9926,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,196,0,1,1,1,0,Tube,-497.6057,1770.623,1550.686,35.71028,60.51116,232.5816,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,197,0,1,1,1,0,Tube,-503.9243,1826.114,1655.025,37.74107,65.90958,235.878,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,198,0,1,1,1,0,Tube,-438.1767,1571.626,1263.71,26.65565,47.85252,225.9275,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,199,0,1,1,1,0,Tube,-501.6202,1799.105,1602.412,36.95329,62.99686,234.0736,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,200,0,1,1,1,0,Tube,-422.5369,1534.296,1220.527,25.0184,45.98167,225.1074,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,201,0,1,1,1,0,Tube,-386.5536,1456.614,1138.818,21.67265,42.38991,223.6749,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,202,0,1,1,1,0,Tube,-452.2126,1607.865,1308.349,28.26598,49.77945,226.8212,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,203,0,1,1,1,0,Tube,-405.3195,1495.938,1178.873,23.35613,44.16269,224.3579,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,204,0,1,1,1,0,Tube,-464.6211,1642.951,1354.369,29.84399,51.76946,227.7939,5,8.536294,5,Physical,Entities,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Tube,205,0,1,1,1,0,Tube,-183.6326,1021.987,686.8449,31.4615,53.62737,48.70357,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,206,0,1,1,1,0,Tube,-163.19,901.8823,477.6502,320.1201,247.1382,303.3724,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,207,0,1,1,1,0,Tube,-192.5964,1049.909,725.5125,29.61704,51.24126,47.49079,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,208,0,1,1,1,0,Tube,-166.4424,945.7911,564.1172,36.69707,61.38587,53.06021,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,209,0,1,1,1,0,Tube,-163.9904,923.1116,521.2829,38.32361,64.19877,54.77329,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,210,0,1,1,1,0,Tube,-244.0415,1172.464,866.6033,21.87073,42.48823,43.67423,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,211,0,1,1,1,0,Tube,-215.2554,1109.151,798.9426,25.80943,46.72171,45.38702,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,212,0,1,1,1,0,Tube,-170.5403,969.8679,606.0535,35.00709,58.69159,51.48164,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,213,0,1,1,1,0,Tube,-176.2748,995.2863,646.9944,33.25995,56.10798,50.0317,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,214,0,1,1,1,0,Tube,-203.1455,1078.986,762.9073,27.7316,48.94201,46.38729,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,215,0,1,1,1,0,Tube,-164.0432,882.1524,433.3203,318.641,250.2109,301.3715,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,216,0,1,1,1,0,Tube,-228.8979,1140.335,833.5347,23.85436,44.57271,44.48423,5,7.000016,5,Physical,Entities,Default,OldBombExplodeMat|229/102/153/127|99999/99999,;
Scene,Geometry/Tube,217,0,1,1,1,0,Tube,-317.7037,1319.473,1006.963,20.86905,41.46804,223.3026,5,51.05136,5,Physical,Entities,Default,OldBombExplodeMat|0/255/0/127|99999/99999,;
Scene,Geometry/Cylinder,218,0,1,1,1,0,Cylinder,-169.8665,1202.32,-471.1752,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,219,0,1,1,1,0,Cylinder,-261.9169,1202.32,-432.1021,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,220,0,1,1,1,0,Cylinder,-107.3495,1202.32,-323.8944,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,221,0,1,1,1,0,Cylinder,-199.4,1202.32,-284.8213,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cuboid,222,0,1,1,1,0,Cuboid,-167.0856,1258.191,-515.81,0,113,0,4,1,8,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,223,0,1,1,1,0,Cuboid,-295.9563,1258.191,-461.1077,0,113,0,4,1,8,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cylinder,224,0,1,1,1,0,Cylinder,-185.4957,1202.32,-507.9954,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,225,0,1,1,1,0,Cylinder,-314.3664,1202.32,-453.293,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,226,0,1,1,1,0,Cylinder,-148.6755,1202.32,-523.6246,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cylinder,227,0,1,1,1,0,Cylinder,-277.5462,1202.32,-468.9223,0,113,0,2,6,2,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|2/0.4|0/0,;
Scene,Geometry/Cuboid,228,0,1,1,1,0,Cuboid,-75.36946,1202.32,-350.9264,-2.646698E-05,113,18.43501,35.33582,1,4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cuboid,229,0,1,1,1,0,Cuboid,-241.0603,1202.32,-280.5948,-2.646698E-05,113,18.43501,35.33582,1,4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cylinder,230,0,1,1,1,0,Cylinder,-140.8609,1258.191,-505.2145,270,113,0,1,2,1,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cylinder,231,0,1,1,1,0,Cylinder,-306.5518,1258.191,-434.8829,270,113,0,1,2,1,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cuboid,232,0,1,1,1,0,Cuboid,-167.0856,1308.191,-515.81,0,113,0,4,1,8,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,233,0,1,1,1,0,Cuboid,-295.9563,1308.191,-461.1077,0,113,0,4,1,8,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,234,0,1,1,1,0,Cuboid,-75.36946,1252.32,-350.9264,-2.646698E-05,113,18.43501,35.33582,1,4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cuboid,235,0,1,1,1,0,Cuboid,-241.0603,1252.32,-280.5948,-2.646698E-05,113,18.43501,35.33582,1,4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cylinder,236,0,1,1,1,0,Cylinder,-140.8609,1308.191,-505.2145,270,113,0,1,2,1,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cylinder,237,0,1,1,1,0,Cylinder,-306.5518,1308.191,-434.8829,270,113,0,1,2,1,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cuboid,238,0,1,1,1,0,Cuboid,-134.8679,1278.191,-529.4856,0,113,0,4,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,239,0,1,1,1,0,Cuboid,-328.174,1278.191,-447.4321,0,113,0,4,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,240,0,1,1,1,0,Cuboid,-61.56189,1222.32,-356.7874,-2.646698E-05,113,18.43501,35.33582,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cuboid,241,0,1,1,1,0,Cuboid,-254.8679,1222.32,-274.7339,-2.646698E-05,113,18.43501,35.33582,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cylinder,242,0,1,1,1,0,Cylinder,-127.0533,1278.191,-511.0755,270,113,0,0.4,0.2,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cylinder,243,0,1,1,1,0,Cylinder,-320.3593,1278.191,-429.022,270,113,0,0.4,0.2,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|2/0.4|0/0,;
Scene,Geometry/Cuboid,244,0,1,1,1,0,Cuboid,-89.17703,1222.32,-345.0655,-2.646698E-05,113,18.43501,35.33582,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cuboid,245,0,1,1,1,0,Cuboid,-227.2528,1222.32,-286.4558,-2.646698E-05,113,18.43501,35.33582,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal4|10/0.01|0/0,;
Scene,Geometry/Cuboid,246,0,1,1,1,0,Cuboid,-174.1188,1278.191,-532.3791,0,113,0,0.4,0.4,7.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,247,0,1,1,1,0,Cuboid,-302.9894,1278.191,-477.6768,0,113,0,0.4,0.4,7.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,248,0,1,1,1,0,Cuboid,-179.7667,1278.191,-456.1092,0,113,0,14,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,249,0,1,1,1,0,Cuboid,-244.2021,1278.191,-428.758,0,113,0,14,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,250,0,1,1,1,0,Cuboid,-124.8004,1278.191,-403.3958,0,113,0,20,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|1/1|0/0,;
Scene,Geometry/Cuboid,251,0,1,1,1,0,Cuboid,-244.466,1278.191,-352.6007,0,113,0,20,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Metal/Metal2|1/1|0/0,;
Scene,Geometry/Cuboid,252,0,1,1,1,0,Cuboid,-125.0644,1278.191,-327.2385,0,113,0,6,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,253,0,1,1,1,0,Cuboid,-189.4997,1278.191,-299.8873,0,113,0,6,0.4,0.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,254,0,1,1,1,0,Cuboid,-100.3163,1278.191,-307.3253,0,113,0,0.4,0.4,3.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,255,0,1,1,1,0,Cuboid,-192.3668,1278.191,-268.2522,0,113,0,0.4,0.4,3.4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone2|1/1|0/0,;
Scene,Geometry/Cuboid,256,0,1,1,1,0,Cuboid,-134.8679,1268.191,-529.4856,0,113,0,4,2,0.2,Physical,Entities,Default,OldBombExplodeMat|255/51/153/127|99999/99999,;
Scene,Geometry/Cuboid,257,0,1,1,1,0,Cuboid,-328.174,1268.191,-447.4321,0,113,0,4,2,0.2,Physical,Entities,Default,OldBombExplodeMat|255/51/153/127|99999/99999,;
Scene,Geometry/Cuboid,258,0,1,1,1,0,Cuboid,-61.56189,1212.32,-356.7874,-2.646698E-05,113,18.43501,35.33582,2,0.2,Physical,Entities,Default,OldBombExplodeMat|255/51/153/127|99999/99999,;
Scene,Geometry/Cuboid,259,0,1,1,1,0,Cuboid,-254.8679,1212.32,-274.7339,-2.646698E-05,113,18.43501,35.33582,2,0.2,Physical,Entities,Default,OldBombExplodeMat|255/51/153/127|99999/99999,;
Scene,Geometry/Cylinder,260,0,1,1,1,0,Cylinder,-127.0533,1268.191,-511.0755,270,113,0,2,0.1,2,Physical,Entities,Default,OldBombExplodeMat|255/51/153/127|99999/99999,;
