/// Options
EditorVersion:1.0|Description:|HasWeather:0
Scene,Geometry/Cylinder,149,0,1,1,1,0,KillCylinder,0,313.3975,1500,0,0,90,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,150,0,1,1,1,0,KillCylinder,-75,443.3012,1500,0,0,330.0052,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,151,0,1,1,1,0,KillCylinder,75,443.3012,1500,0,0,29.99477,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,152,0,1,1,1,0,KillCylinder,-75,356.6987,1500,0,0,29.99477,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,153,0,1,1,1,0,KillCylinder,75,356.6987,1500,0,0,330.0052,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,154,0,1,1,1,0,KillCylinder,-110,400,1500,0,0,90,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,155,0,1,1,1,0,KillCylinder,110,400,1500,0,0,90,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,156,0,1,1,1,0,KillCylinder,-55,495.2628,1500,0,0,29.99477,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,157,0,1,1,1,0,KillCylinder,55,495.2628,1500,0,0,330.0052,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,158,0,1,1,1,0,KillCylinder,-55,304.7321,1500,0,0,330.0052,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,159,0,1,1,1,0,KillCylinder,55,304.7321,1500,0,0,29.99477,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,160,0,1,1,1,0,KillCylinder,0,503.923,2000,0,0,90,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,161,0,1,1,1,0,KillCylinder,0,296.077,2000,0,0,90,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,162,0,1,1,1,0,KillCylinder,-90,451.9615,2000,0,0,330.0052,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,163,0,1,1,1,0,KillCylinder,90,451.9615,2000,0,0,29.99477,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,164,0,1,1,1,0,KillCylinder,-90,348.0385,2000,0,0,29.99477,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,165,0,1,1,1,0,KillCylinder,90,348.0385,2000,0,0,330.0052,0.04,6,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,166,0,1,1,1,0,KillCylinder,0,486.6025,2000,0,0,90,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,167,0,1,1,1,0,KillCylinder,0,313.3975,2000,0,0,90,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,168,0,1,1,1,0,KillCylinder,-75,443.3012,2000,0,0,330.0052,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,169,0,1,1,1,0,KillCylinder,75,443.3012,2000,0,0,29.99477,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,170,0,1,1,1,0,KillCylinder,-75,356.6987,2000,0,0,29.99477,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,171,0,1,1,1,0,KillCylinder,75,356.6987,2000,0,0,330.0052,0.04,5,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,172,0,1,1,1,0,KillCylinder,-110,400,2000,0,0,90,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,173,0,1,1,1,0,KillCylinder,110,400,2000,0,0,90,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,174,0,1,1,1,0,KillCylinder,-55,495.2628,2000,0,0,29.99477,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,175,0,1,1,1,0,KillCylinder,55,495.2628,2000,0,0,330.0052,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,176,0,1,1,1,0,KillCylinder,-55,304.7321,2000,0,0,330.0052,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cylinder,177,0,1,1,1,0,KillCylinder,55,304.7321,2000,0,0,29.99477,0.04,1,0.04,None,Characters,Default,CannonRegionMat|0/255/0/255|1/1,;
Scene,Geometry/Cuboid,178,0,1,1,1,0,KillCuboid,0,503.923,0,0,0,90,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,179,0,1,1,1,0,KillCuboid,0,296.077,0,0,0,90,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,180,0,1,1,1,0,KillCuboid,-90,451.9615,0,0,0,330.0052,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,181,0,1,1,1,0,KillCuboid,90,451.9615,0,0,0,29.99477,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,182,0,1,1,1,0,KillCuboid,-90,348.0385,0,0,0,29.99477,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,183,0,1,1,1,0,KillCuboid,90,348.0385,0,0,0,330.0052,0.01,12,400,None,Characters,Default,Basic|0/0/0/130|Misc/None|1/1|0/0,;
Scene,Geometry/Cuboid,184,0,1,1,0,0,LegacyBarrier,0,495.2628,0,0,0,90,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,185,0,1,1,0,0,LegacyBarrier,0,304.7321,0,0,0,90,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,186,0,1,1,0,0,LegacyBarrier,-82.5,447.6314,0,0,0,330.0052,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,187,0,1,1,0,0,LegacyBarrier,82.5,447.6314,0,0,0,29.99477,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,188,0,1,1,0,0,LegacyBarrier,-82.5,352.3686,0,0,0,29.99477,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Cuboid,189,0,1,1,0,0,LegacyBarrier,82.5,352.3686,0,0,0,330.0052,1.7,12,400,Physical,Characters,Default,Default|255/255/255/255,;
Scene,Geometry/Plane,190,0,1,1,1,0,Kill Region Plane,0,486.6025,0,0,0,0,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Plane,191,0,1,1,1,0,Kill Region Plane,0,313.3975,0,0,0,179.9885,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Plane,192,0,1,1,1,0,Kill Region Plane,-75,443.3012,0,0,0,60.00424,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Plane,193,0,1,1,1,0,Kill Region Plane,75,443.3012,0,0,0,299.9958,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Plane,194,0,1,1,1,0,Kill Region Plane,75,356.6987,0,0,0,239.9985,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|Team:None|KillHumans:true|KillTitans:true|KillShifters:true|KillMessage:Server;
Scene,Geometry/Plane,195,0,1,1,1,0,Kill Region Plane,-75,356.6987,0,0,0,120.0015,10,1,400,Region,Characters,Default,Transparent|255/0/0/130|Misc/None|1/1|0/0,KillRegion|;
Scene,Geometry/Cylinder,196,0,1,1,1,0,KillCylinder,-8.660254,405,-1800,0,0,330,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,197,0,1,1,1,0,KillCylinder,0,410,-1800,0,0,270,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,198,0,1,1,1,0,KillCylinder,-8.660254,395,-1800,0,0,29.99999,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,199,0,1,1,1,0,KillCylinder,8.660254,395,-1800,0,0,330,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,200,0,1,1,1,0,KillCylinder,0,390,-1800,0,0,270,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,201,0,1,1,1,0,KillCylinder,8.660254,405,-1800,0,0,29.99999,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,202,0,1,1,1,0,KillCylinder,-8.660254,405,-1750,0,0,330,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,203,0,1,1,1,0,KillCylinder,0,410,-1750,0,0,270,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,204,0,1,1,1,0,KillCylinder,-8.660254,395,-1750,0,0,29.99999,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,205,0,1,1,1,0,KillCylinder,8.660254,395,-1750,0,0,330,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,206,0,1,1,1,0,KillCylinder,0,390,-1750,0,0,270,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,207,0,1,1,1,0,KillCylinder,8.660254,405,-1750,0,0,29.99999,0.04,0.5759587,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,208,0,1,1,1,0,KillCylinder,-17.32051,410,-1750,0,0,330,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,209,0,1,1,1,0,KillCylinder,0,420,-1750,0,0,270,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,210,0,1,1,1,0,KillCylinder,-17.32051,390,-1750,0,0,29.99999,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,211,0,1,1,1,0,KillCylinder,17.32051,390,-1750,0,0,330,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,212,0,1,1,1,0,KillCylinder,0,380,-1750,0,0,270,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,213,0,1,1,1,0,KillCylinder,17.32051,410,-1750,0,0,29.99999,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,214,0,1,1,1,0,KillCylinder,-17.32051,410,-1700,0,0,330,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,215,0,1,1,1,0,KillCylinder,0,420,-1700,0,0,270,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,216,0,1,1,1,0,KillCylinder,-17.32051,390,-1700,0,0,29.99999,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,217,0,1,1,1,0,KillCylinder,17.32051,390,-1700,0,0,330,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,218,0,1,1,1,0,KillCylinder,0,380,-1700,0,0,270,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,219,0,1,1,1,0,KillCylinder,17.32051,410,-1700,0,0,29.99999,0.04,1.151917,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,220,0,1,1,1,0,KillCylinder,-25.98076,415,-1700,0,0,330,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,221,0,1,1,1,0,KillCylinder,0,430,-1700,0,0,270,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,222,0,1,1,1,0,KillCylinder,-25.98076,385,-1700,0,0,29.99999,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,223,0,1,1,1,0,KillCylinder,25.98076,385,-1700,0,0,330,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,224,0,1,1,1,0,KillCylinder,0,370,-1700,0,0,270,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,225,0,1,1,1,0,KillCylinder,25.98076,415,-1700,0,0,29.99999,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,226,0,1,1,1,0,KillCylinder,-25.98076,415,-1650,0,0,330,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,227,0,1,1,1,0,KillCylinder,0,430,-1650,0,0,270,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,228,0,1,1,1,0,KillCylinder,-25.98076,385,-1650,0,0,29.99999,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,229,0,1,1,1,0,KillCylinder,25.98076,385,-1650,0,0,330,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,230,0,1,1,1,0,KillCylinder,0,370,-1650,0,0,270,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,231,0,1,1,1,0,KillCylinder,25.98076,415,-1650,0,0,29.99999,0.04,1.727876,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,232,0,1,1,1,0,KillCylinder,-34.64101,420,-1650,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,233,0,1,1,1,0,KillCylinder,0,440,-1650,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,234,0,1,1,1,0,KillCylinder,-34.64101,380,-1650,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,235,0,1,1,1,0,KillCylinder,34.64101,380,-1650,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,236,0,1,1,1,0,KillCylinder,0,360,-1650,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,237,0,1,1,1,0,KillCylinder,34.64101,420,-1650,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,238,0,1,1,1,0,KillCylinder,-34.64101,420,-1600,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,239,0,1,1,1,0,KillCylinder,0,440,-1600,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,240,0,1,1,1,0,KillCylinder,-34.64101,380,-1600,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,241,0,1,1,1,0,KillCylinder,34.64101,380,-1600,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,242,0,1,1,1,0,KillCylinder,0,360,-1600,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,243,0,1,1,1,0,KillCylinder,34.64101,420,-1600,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,244,0,1,1,1,0,KillCylinder,-43.30127,425,-1600,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,245,0,1,1,1,0,KillCylinder,0,450,-1600,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,246,0,1,1,1,0,KillCylinder,-43.30127,375,-1600,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,247,0,1,1,1,0,KillCylinder,43.30127,375,-1600,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,248,0,1,1,1,0,KillCylinder,0,350,-1600,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,249,0,1,1,1,0,KillCylinder,43.30127,425,-1600,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,250,0,1,1,1,0,KillCylinder,-43.30127,425,-1550,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,251,0,1,1,1,0,KillCylinder,0,450,-1550,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,252,0,1,1,1,0,KillCylinder,-43.30127,375,-1550,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,253,0,1,1,1,0,KillCylinder,43.30127,375,-1550,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,254,0,1,1,1,0,KillCylinder,0,350,-1550,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,255,0,1,1,1,0,KillCylinder,43.30127,425,-1550,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,256,0,1,1,1,0,KillCylinder,-34.64101,420,-1992.647,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,257,0,1,1,1,0,KillCylinder,0,440,-1992.647,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,258,0,1,1,1,0,KillCylinder,-34.64101,380,-1992.647,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,259,0,1,1,1,0,KillCylinder,34.64101,380,-1992.647,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,260,0,1,1,1,0,KillCylinder,0,360,-1992.647,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,261,0,1,1,1,0,KillCylinder,34.64101,420,-1992.647,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/255|99999/99999,;
Scene,Geometry/Cylinder,262,0,1,1,1,0,KillCylinder,-34.64101,420,-1800,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,263,0,1,1,1,0,KillCylinder,0,440,-1800,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,264,0,1,1,1,0,KillCylinder,-34.64101,380,-1800,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,265,0,1,1,1,0,KillCylinder,34.64101,380,-1800,0,0,330,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,266,0,1,1,1,0,KillCylinder,0,360,-1800,0,0,270,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,267,0,1,1,1,0,KillCylinder,34.64101,420,-1800,0,0,29.99999,0.04,2.303835,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,268,0,1,1,1,0,KillCylinder,-43.30127,425,-1800,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,269,0,1,1,1,0,KillCylinder,0,450,-1800,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,270,0,1,1,1,0,KillCylinder,-43.30127,375,-1800,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,271,0,1,1,1,0,KillCylinder,43.30127,375,-1800,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,272,0,1,1,1,0,KillCylinder,0,350,-1800,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,273,0,1,1,1,0,KillCylinder,43.30127,425,-1800,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,274,0,1,1,1,0,KillCylinder,-43.30127,425,-1750,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,275,0,1,1,1,0,KillCylinder,0,450,-1750,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,276,0,1,1,1,0,KillCylinder,-43.30127,375,-1750,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,277,0,1,1,1,0,KillCylinder,43.30127,375,-1750,0,0,330,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,278,0,1,1,1,0,KillCylinder,0,350,-1750,0,0,270,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,279,0,1,1,1,0,KillCylinder,43.30127,425,-1750,0,0,29.99999,0.04,2.879793,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,280,0,1,1,1,0,KillCylinder,-51.96152,430,-1750,0,0,330,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,281,0,1,1,1,0,KillCylinder,0,460,-1750,0,0,270,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,282,0,1,1,1,0,KillCylinder,-51.96152,370,-1750,0,0,29.99999,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,283,0,1,1,1,0,KillCylinder,51.96152,370,-1750,0,0,330,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,284,0,1,1,1,0,KillCylinder,0,340,-1750,0,0,270,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,285,0,1,1,1,0,KillCylinder,51.96152,430,-1750,0,0,29.99999,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,286,0,1,1,1,0,KillCylinder,-51.96152,430,-1700,0,0,330,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,287,0,1,1,1,0,KillCylinder,0,460,-1700,0,0,270,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,288,0,1,1,1,0,KillCylinder,-51.96152,370,-1700,0,0,29.99999,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
Scene,Geometry/Cylinder,289,0,1,1,1,0,KillCylinder,51.96152,370,-1700,0,0,330,0.04,3.455752,0.04,None,Characters,Default,OldBombExplodeMat|255/255/255/127|99999/99999,;
